job,marital,education,default,housing,loan,contact,month,poutcome,y
management,married,secondary,no,yes,no,cellular,apr,failure,yes
blue-collar,single,secondary,yes,yes,no,unknown,may,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,secondary,no,yes,no,cellular,nov,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
student,single,secondary,no,no,no,cellular,feb,unknown,no
retired,married,primary,no,yes,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,unknown,no,no,no,unknown,jun,unknown,no
admin.,single,secondary,no,yes,no,cellular,aug,failure,yes
management,married,tertiary,no,yes,no,cellular,may,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,primary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,feb,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
admin.,single,secondary,no,yes,no,cellular,aug,success,yes
housemaid,married,secondary,no,no,no,unknown,jun,unknown,no
management,divorced,tertiary,no,no,yes,cellular,nov,unknown,no
housemaid,married,primary,no,no,no,telephone,jul,unknown,yes
admin.,married,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,no,no,cellular,jul,unknown,no
self-employed,married,secondary,yes,no,yes,cellular,jul,unknown,no
services,single,secondary,no,no,no,cellular,feb,unknown,no
blue-collar,married,primary,no,no,yes,cellular,jul,unknown,no
management,single,tertiary,no,no,no,cellular,nov,unknown,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,no
admin.,married,secondary,no,yes,no,cellular,apr,failure,yes
technician,single,tertiary,no,yes,no,cellular,apr,other,no
housemaid,single,tertiary,no,no,no,telephone,oct,failure,no
management,divorced,secondary,no,yes,no,unknown,may,unknown,no
services,married,tertiary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,apr,success,yes
technician,married,secondary,no,yes,no,unknown,may,unknown,yes
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
admin.,single,tertiary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,cellular,nov,success,yes
technician,married,secondary,no,yes,yes,unknown,jul,unknown,no
self-employed,single,tertiary,no,no,no,cellular,sep,other,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,yes
admin.,single,secondary,no,no,no,cellular,jul,failure,no
blue-collar,single,secondary,no,no,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
management,single,tertiary,no,yes,no,cellular,may,failure,yes
technician,single,secondary,no,yes,no,unknown,jun,unknown,no
self-employed,married,unknown,no,yes,no,unknown,may,unknown,no
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
unemployed,married,unknown,no,no,no,cellular,sep,unknown,no
management,single,tertiary,no,no,no,cellular,apr,unknown,no
management,married,tertiary,no,no,no,unknown,jun,unknown,no
management,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,unknown,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
technician,single,tertiary,no,yes,no,cellular,may,success,no
management,divorced,tertiary,no,no,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,no,cellular,feb,unknown,no
services,single,secondary,no,yes,no,cellular,may,failure,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,no
services,married,secondary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
services,married,primary,no,yes,no,cellular,may,unknown,no
admin.,divorced,secondary,no,yes,yes,cellular,aug,unknown,no
admin.,divorced,secondary,yes,yes,yes,unknown,may,unknown,no
admin.,single,secondary,no,no,no,unknown,jun,unknown,no
management,married,secondary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,jul,unknown,no
technician,married,tertiary,no,no,no,unknown,jun,unknown,no
entrepreneur,married,tertiary,no,yes,no,unknown,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
services,single,secondary,no,yes,no,unknown,may,unknown,no
services,single,secondary,no,yes,no,telephone,nov,unknown,no
management,married,secondary,no,yes,no,cellular,aug,unknown,no
retired,married,tertiary,no,no,no,cellular,apr,failure,no
management,married,tertiary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
admin.,married,secondary,no,no,no,cellular,jul,unknown,no
services,married,unknown,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
services,divorced,secondary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,unknown,no
management,married,tertiary,no,no,no,cellular,jun,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,no,yes,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,other,no
technician,married,secondary,no,yes,no,cellular,jan,unknown,no
technician,divorced,secondary,yes,yes,yes,cellular,nov,unknown,no
admin.,married,secondary,no,yes,no,cellular,nov,other,no
housemaid,married,unknown,no,no,yes,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
technician,divorced,secondary,no,yes,yes,unknown,may,unknown,no
admin.,single,secondary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,primary,no,no,no,telephone,jul,unknown,no
technician,married,secondary,no,no,no,cellular,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,failure,no
entrepreneur,married,secondary,no,yes,yes,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,unknown,jun,unknown,no
services,single,secondary,no,yes,no,cellular,feb,failure,no
admin.,single,tertiary,no,no,yes,unknown,jul,unknown,no
services,divorced,secondary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,other,no
management,married,tertiary,no,yes,no,cellular,nov,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,single,primary,no,yes,no,cellular,apr,unknown,no
technician,divorced,tertiary,yes,no,no,cellular,may,unknown,yes
management,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
technician,divorced,secondary,no,yes,no,cellular,jul,unknown,no
technician,single,secondary,no,yes,no,unknown,jun,unknown,no
retired,divorced,primary,no,no,no,cellular,feb,unknown,no
services,married,secondary,no,yes,no,cellular,apr,unknown,no
management,married,tertiary,no,no,no,cellular,jun,unknown,yes
services,single,secondary,no,yes,yes,cellular,may,unknown,no
self-employed,married,secondary,no,yes,no,cellular,jul,unknown,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,nov,failure,no
entrepreneur,married,tertiary,no,no,no,unknown,jun,unknown,no
management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,unknown,jun,unknown,no
blue-collar,single,secondary,no,yes,yes,unknown,jun,unknown,no
management,single,tertiary,no,no,no,cellular,apr,unknown,yes
technician,single,secondary,no,no,no,cellular,feb,unknown,no
management,divorced,tertiary,no,yes,no,cellular,may,other,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
management,married,secondary,no,yes,no,unknown,may,unknown,no
services,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,success,yes
admin.,single,secondary,no,yes,yes,cellular,may,other,no
admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
retired,married,secondary,no,no,no,telephone,mar,other,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,primary,no,yes,yes,cellular,may,failure,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
student,single,unknown,no,no,no,cellular,dec,other,no
services,divorced,secondary,no,yes,no,cellular,may,failure,no
admin.,married,secondary,no,no,no,cellular,oct,unknown,yes
blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jul,failure,no
blue-collar,single,primary,no,yes,no,cellular,may,unknown,yes
services,married,secondary,no,yes,no,unknown,may,unknown,no
technician,single,secondary,no,yes,yes,unknown,may,unknown,no
services,married,secondary,no,no,no,unknown,may,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,no
technician,single,secondary,no,yes,no,cellular,may,failure,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,cellular,jan,failure,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,yes,no,cellular,feb,failure,yes
management,married,unknown,no,yes,no,unknown,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,telephone,sep,unknown,yes
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
management,single,tertiary,no,yes,yes,cellular,apr,unknown,no
services,married,secondary,no,no,no,cellular,jul,unknown,no
technician,divorced,secondary,no,yes,no,unknown,may,unknown,no
technician,married,unknown,no,no,no,unknown,jun,unknown,no
services,single,secondary,no,no,no,cellular,jan,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,jan,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,jan,unknown,yes
student,single,unknown,no,no,no,cellular,feb,unknown,no
student,single,tertiary,no,yes,no,unknown,may,unknown,no
technician,single,secondary,no,no,yes,cellular,jul,unknown,no
retired,married,secondary,no,no,no,cellular,oct,unknown,no
student,single,tertiary,no,no,no,cellular,sep,other,yes
management,married,tertiary,no,yes,no,cellular,mar,success,yes
blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,no
management,divorced,tertiary,no,yes,no,cellular,nov,unknown,no
technician,single,secondary,no,yes,yes,unknown,may,unknown,no
technician,married,tertiary,no,no,no,cellular,jul,unknown,no
retired,married,secondary,no,yes,no,cellular,may,failure,no
blue-collar,married,secondary,no,yes,no,unknown,jul,unknown,no
blue-collar,married,secondary,no,no,no,telephone,apr,failure,no
housemaid,married,primary,no,no,no,cellular,nov,unknown,yes
services,single,tertiary,no,no,yes,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,nov,other,yes
entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,no
unemployed,married,primary,no,yes,no,cellular,dec,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,tertiary,no,yes,yes,cellular,sep,unknown,no
entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,single,secondary,no,yes,yes,cellular,jul,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,yes,no,unknown,may,unknown,no
services,married,secondary,no,yes,no,telephone,jul,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,no,no,cellular,feb,unknown,yes
student,single,primary,no,no,no,cellular,oct,failure,yes
unemployed,single,tertiary,no,no,no,cellular,feb,unknown,no
services,married,secondary,no,yes,yes,unknown,may,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,feb,unknown,no
management,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,yes,telephone,feb,failure,no
technician,single,secondary,no,yes,no,cellular,jul,unknown,yes
entrepreneur,married,secondary,no,no,no,unknown,jun,unknown,no
management,single,tertiary,no,no,no,cellular,jan,unknown,no
unemployed,single,secondary,yes,yes,no,unknown,may,unknown,no
self-employed,divorced,secondary,no,yes,yes,unknown,may,unknown,no
technician,married,secondary,no,yes,no,cellular,jun,unknown,no
student,single,secondary,no,no,no,cellular,mar,unknown,yes
housemaid,married,primary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
admin.,divorced,secondary,no,no,no,unknown,jan,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,nov,unknown,no
services,divorced,secondary,no,yes,no,cellular,may,unknown,yes
unemployed,married,secondary,no,yes,no,cellular,feb,unknown,no
technician,single,tertiary,no,yes,no,unknown,may,unknown,no
retired,married,tertiary,no,no,no,telephone,nov,unknown,no
services,married,primary,no,no,no,cellular,nov,unknown,no
entrepreneur,single,tertiary,no,yes,no,cellular,nov,failure,no
admin.,divorced,secondary,no,yes,yes,telephone,mar,success,yes
admin.,single,tertiary,no,no,no,cellular,nov,failure,no
retired,married,primary,no,no,no,unknown,jul,unknown,no
management,divorced,tertiary,no,yes,yes,unknown,may,unknown,no
retired,married,primary,no,no,no,telephone,feb,failure,no
technician,single,tertiary,no,yes,yes,unknown,jun,unknown,no
management,single,secondary,yes,yes,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
unemployed,single,tertiary,no,no,no,cellular,jun,unknown,yes
management,married,tertiary,no,yes,no,cellular,nov,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,jan,failure,no
management,married,secondary,no,yes,yes,unknown,may,unknown,no
technician,married,secondary,no,yes,yes,unknown,may,unknown,no
blue-collar,married,unknown,no,no,no,unknown,jun,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,yes
admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,unknown,no,yes,no,telephone,jan,other,no
unemployed,single,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,unknown,no,no,no,cellular,feb,success,no
self-employed,married,tertiary,no,no,no,cellular,jul,unknown,no
